,State,Region,County,Food insecurity,Limited access to healthy foods,Adult obesity
5222,TX,South,Mills County,0.154,0.097,0.293
5223,TX,South,Mitchell County,0.158,0.047,0.292
5224,TX,South,Mitchell County,0.155,0.047,0.28
5225,TX,South,Montague County,0.14,0.075,0.283
5226,TX,South,Montague County,0.16,0.075,0.27
5227,TX,South,Montgomery County,0.147,0.06,0.289
5228,TX,South,Montgomery County,0.152,0.06,0.279
5229,TX,South,Moore County,0.13,0.184,0.315
5230,TX,South,Moore County,0.129,0.184,0.302
5231,TX,South,Morris County,0.214,0.018,0.319
5232,TX,South,Morris County,0.214,0.018,0.335
5233,TX,South,Nacogdoches County,0.207,0.146,0.298
5234,TX,South,Nacogdoches County,0.215,0.146,0.301
5235,TX,South,Navarro County,0.192,0.1,0.337
5236,TX,South,Navarro County,0.193,0.1,0.342
5237,TX,South,Newton County,0.216,0.1,0.323
5238,TX,South,Newton County,0.216,0.1,0.308
5239,TX,South,Nolan County,0.163,0.063,0.292
5240,TX,South,Nolan County,0.167,0.063,0.302
5241,TX,South,Nueces County,0.168,0.12,0.294
5242,TX,South,Nueces County,0.155,0.12,0.306
5243,TX,South,Ochiltree County,0.142,0.022,0.296
5244,TX,South,Ochiltree County,0.139,0.022,0.314
5245,TX,South,Oldham County,0.166,0.402,0.308
5246,TX,South,Orange County,0.184,0.082,0.329
5247,TX,South,Orange County,0.19,0.082,0.322
5248,TX,South,Palo Pinto County,0.163,0.118,0.281
5249,TX,South,Palo Pinto County,0.169,0.118,0.289
5250,TX,South,Panola County,0.158,0.081,0.31
5251,TX,South,Panola County,0.168,0.081,0.32
5252,TX,South,Parker County,0.14,0.05,0.312
5253,TX,South,Parker County,0.149,0.05,0.337
5254,TX,South,Parmer County,0.139,0.064,0.318
5255,TX,South,Parmer County,0.138,0.064,0.313
5256,TX,South,Pecos County,0.141,0.103,0.295
5257,TX,South,Pecos County,0.134,0.103,0.298
5258,TX,South,Polk County,0.187,0.131,0.342
5259,TX,South,Polk County,0.19,0.131,0.336
5260,TX,South,Potter County,0.185,0.161,0.342
5261,TX,South,Potter County,0.187,0.161,0.329
5262,TX,South,Presidio County,0.198,0.077,0.252
5263,TX,South,Presidio County,0.171,0.077,0.245
5264,TX,South,Rains County,0.149,0.0,0.293
5265,TX,South,Rains County,0.155,0.0,0.288
5266,TX,South,Randall County,0.132,0.048,0.259
5267,TX,South,Randall County,0.146,0.048,0.256
5268,TX,South,Reagan County,0.11,0.021,0.295
5269,TX,South,Reagan County,0.099,0.021,0.302
5270,TX,South,Real County,0.173,0.524,0.289
5271,TX,South,Real County,0.174,0.524,0.283
5272,TX,South,Red River County,0.212,0.178,0.315
5273,TX,South,Red River County,0.214,0.178,0.315
5274,TX,South,Reeves County,0.183,0.131,0.309
5275,TX,South,Reeves County,0.157,0.131,0.302
5276,TX,South,Refugio County,0.14,0.079,0.299
5277,TX,South,Refugio County,0.137,0.079,0.296
5278,TX,South,Robertson County,0.209,0.076,0.314
5279,TX,South,Robertson County,0.201,0.076,0.322
5280,TX,South,Rockwall County,0.127,0.034,0.277
5281,TX,South,Rockwall County,0.133,0.034,0.258
5282,TX,South,Runnels County,0.17,0.12,0.326
5283,TX,South,Runnels County,0.168,0.12,0.295
5284,TX,South,Rusk County,0.165,0.087,0.352
5285,TX,South,Rusk County,0.177,0.087,0.37
5286,TX,South,Sabine County,0.224,0.126,0.32
5287,TX,South,Sabine County,0.231,0.126,0.313
5288,TX,South,San Augustine County,0.239,0.151,0.291
5289,TX,South,San Augustine County,0.237,0.151,0.303
5290,TX,South,San Jacinto County,0.178,0.008,0.304
5291,TX,South,San Jacinto County,0.179,0.008,0.304
5292,TX,South,San Patricio County,0.171,0.071,0.292
5293,TX,South,San Patricio County,0.152,0.071,0.288
5294,TX,South,San Saba County,0.16,0.118,0.299
5295,TX,South,San Saba County,0.167,0.118,0.299
5296,TX,South,Schleicher County,0.152,0.014,0.298
5297,TX,South,Schleicher County,0.14,0.014,0.302
5298,TX,South,Scurry County,0.152,0.134,0.295
5299,TX,South,Scurry County,0.147,0.134,0.288
5300,TX,South,Shackelford County,0.134,0.047,0.314
5301,TX,South,Shackelford County,0.142,0.047,0.33
5302,TX,South,Shelby County,0.196,0.058,0.336
5303,TX,South,Shelby County,0.201,0.058,0.328
5304,TX,South,Sherman County,0.138,0.046,0.3
5305,TX,South,Smith County,0.183,0.068,0.282
5306,TX,South,Smith County,0.19,0.068,0.273
5307,TX,South,Somervell County,0.145,0.0,0.284
5308,TX,South,Somervell County,0.151,0.0,0.284
5309,TX,South,Starr County,0.226,0.334,0.293
5310,TX,South,Starr County,0.194,0.334,0.307
5311,TX,South,Stephens County,0.154,0.134,0.293
5312,TX,South,Stephens County,0.159,0.134,0.301
5313,TX,South,Sutton County,0.116,0.03,0.29
5314,TX,South,Sutton County,0.098,0.03,0.297
5315,TX,South,Swisher County,0.155,0.108,0.282
5316,TX,South,Swisher County,0.16,0.108,0.285
5317,TX,South,Tarrant County,0.179,0.081,0.279
5318,TX,South,Tarrant County,0.18,0.081,0.286
5319,TX,South,Taylor County,0.169,0.123,0.282
5320,TX,South,Taylor County,0.177,0.123,0.282
5321,TX,South,Terry County,0.156,0.217,0.319
5322,TX,South,Terry County,0.152,0.217,0.338
5323,TX,South,Titus County,0.17,0.065,0.305
5324,TX,South,Titus County,0.171,0.065,0.295
5325,TX,South,Tom Green County,0.155,0.12,0.283
5326,TX,South,Tom Green County,0.159,0.12,0.277
5327,TX,South,Travis County,0.18,0.08,0.237
5328,TX,South,Travis County,0.181,0.08,0.214
5329,TX,South,Trinity County,0.174,0.056,0.315
5330,TX,South,Trinity County,0.18,0.056,0.324
5331,TX,South,Tyler County,0.195,0.232,0.298
5332,TX,South,Tyler County,0.2,0.232,0.308
5333,TX,South,Upshur County,0.156,0.062,0.31
5334,TX,South,Upshur County,0.169,0.062,0.333
5335,TX,South,Upton County,0.121,0.068,0.298
5336,TX,South,Upton County,0.126,0.068,0.306
5337,TX,South,Uvalde County,0.176,0.209,0.295
5338,TX,South,Uvalde County,0.163,0.209,0.296
5339,TX,South,Val Verde County,0.169,0.149,0.277
5340,TX,South,Val Verde County,0.143,0.149,0.28
5341,TX,South,Van Zandt County,0.157,0.019,0.325
5342,TX,South,Van Zandt County,0.171,0.019,0.34
5343,TX,South,Victoria County,0.157,0.139,0.298
5344,TX,South,Victoria County,0.155,0.139,0.332
5345,TX,South,Walker County,0.217,0.113,0.326
5346,TX,South,Walker County,0.216,0.113,0.304
5347,TX,South,Waller County,0.195,0.036,0.323
5348,TX,South,Waller County,0.19,0.036,0.308
5349,TX,South,Ward County,0.139,0.116,0.3
5350,TX,South,Ward County,0.149,0.116,0.301
5351,TX,South,Washington County,0.171,0.049,0.286
5352,TX,South,Washington County,0.183,0.049,0.284
5353,TX,South,Webb County,0.178,0.088,0.307
5354,TX,South,Webb County,0.152,0.088,0.312
5355,TX,South,Wharton County,0.18,0.074,0.292
5356,TX,South,Wharton County,0.176,0.074,0.313
5357,TX,South,Wheeler County,0.126,0.02,0.296
5358,TX,South,Wheeler County,0.141,0.02,0.289
5359,TX,South,Wichita County,0.172,0.128,0.329
5360,TX,South,Wichita County,0.18,0.128,0.321
5361,TX,South,Wilbarger County,0.17,0.12,0.292
5362,TX,South,Wilbarger County,0.175,0.12,0.287
5363,TX,South,Willacy County,0.236,0.027,0.285
5364,TX,South,Willacy County,0.198,0.027,0.295
5365,TX,South,Williamson County,0.14,0.07,0.271
5366,TX,South,Williamson County,0.147,0.07,0.278
5367,TX,South,Wilson County,0.124,0.032,0.276
5368,TX,South,Wilson County,0.122,0.032,0.282
5369,TX,South,Winkler County,0.129,0.014,0.318
5370,TX,South,Winkler County,0.122,0.014,0.313
5371,TX,South,Wise County,0.134,0.018,0.294
5372,TX,South,Wise County,0.146,0.018,0.298
5373,TX,South,Wood County,0.158,0.038,0.29
5374,TX,South,Wood County,0.173,0.038,0.304
5375,TX,South,Yoakum County,0.134,0.043,0.298
5376,TX,South,Yoakum County,0.107,0.043,0.299
5377,TX,South,Young County,0.159,0.153,0.278
5378,TX,South,Young County,0.164,0.153,0.272
5379,TX,South,Zapata County,0.182,0.287,0.305
5380,TX,South,Zapata County,0.14,0.287,0.312
5381,TX,South,Zavala County,0.236,0.221,0.29
5382,TX,South,Zavala County,0.196,0.221,0.284
5383,UT,West,Beaver County,0.167,0.048,0.283
5384,UT,West,Beaver County,0.153,0.048,0.292
5385,UT,West,Box Elder County,0.146,0.045,0.283
5386,UT,West,Box Elder County,0.139,0.045,0.311
5387,UT,West,Cache County,0.159,0.088,0.235
5388,UT,West,Cache County,0.159,0.088,0.224
5389,UT,West,Carbon County,0.162,0.082,0.261
5390,UT,West,Carbon County,0.16,0.082,0.277
5391,UT,West,Davis County,0.133,0.042,0.247
5392,UT,West,Davis County,0.13,0.042,0.249
5393,UT,West,Duchesne County,0.139,0.084,0.266
5394,UT,West,Duchesne County,0.136,0.084,0.269
5395,UT,West,Emery County,0.144,0.12,0.276
5396,UT,West,Emery County,0.149,0.12,0.261
5397,UT,West,Garfield County,0.178,0.11,0.261
5398,UT,West,Garfield County,0.17,0.11,0.279
5399,UT,West,Grand County,0.18,0.07,0.206
5400,UT,West,Grand County,0.173,0.07,0.204
5401,UT,West,Iron County,0.194,0.12,0.256
5402,UT,West,Iron County,0.185,0.12,0.246
5403,UT,West,Juab County,0.159,0.132,0.297
5404,UT,West,Juab County,0.156,0.132,0.306
5405,UT,West,Kane County,0.143,0.16,0.231
5406,UT,West,Kane County,0.143,0.16,0.226
5407,UT,West,Millard County,0.142,0.124,0.297
5408,UT,West,Millard County,0.142,0.124,0.284
5409,UT,West,Morgan County,0.111,0.001,0.229
5410,UT,West,Morgan County,0.116,0.001,0.224
5411,UT,West,Piute County,0.152,0.411,0.242
5412,UT,West,Piute County,0.164,0.411,0.247
5413,UT,West,Salt Lake County,0.153,0.031,0.246
5414,UT,West,Salt Lake County,0.147,0.031,0.248
5415,UT,West,San Juan County,0.21,0.275,0.285
5416,UT,West,San Juan County,0.2,0.275,0.251
5417,UT,West,Sanpete County,0.169,0.038,0.253
5418,UT,West,Sanpete County,0.162,0.038,0.242
5419,UT,West,Sevier County,0.151,0.007,0.292
5420,UT,West,Sevier County,0.155,0.007,0.302
5421,UT,West,Summit County,0.13,0.037,0.153
5422,UT,West,Summit County,0.126,0.037,0.146
5423,UT,West,Tooele County,0.141,0.065,0.303
5424,UT,West,Tooele County,0.139,0.065,0.292
5425,UT,West,Uintah County,0.136,0.055,0.298
5426,UT,West,Uintah County,0.133,0.055,0.285
5427,UT,West,Utah County,0.156,0.063,0.235
5428,UT,West,Utah County,0.152,0.063,0.238
5429,UT,West,Wasatch County,0.142,0.008,0.232
5430,UT,West,Wasatch County,0.137,0.008,0.228
5431,UT,West,Washington County,0.167,0.083,0.238
5432,UT,West,Washington County,0.164,0.083,0.226
5433,UT,West,Wayne County,0.176,0.135,0.249
5434,UT,West,Wayne County,0.186,0.135,0.225
5435,UT,West,Weber County,0.158,0.06,0.273
5436,UT,West,Weber County,0.149,0.06,0.281
5437,VA,South,Accomack County,0.142,0.017,0.355
5438,VA,South,Accomack County,0.146,0.017,0.35
5439,VA,South,Albemarle County,0.094,0.027,0.27
5440,VA,South,Albemarle County,0.098,0.027,0.256
5441,VA,South,Alexandria city,0.123,0.0,0.195
5442,VA,South,Alexandria city,0.119,0.0,0.204
5443,VA,South,Alleghany County,0.1,0.042,0.26
5444,VA,South,Alleghany County,0.1,0.042,0.264
5445,VA,South,Amelia County,0.11,0.033,0.327
5446,VA,South,Amelia County,0.109,0.033,0.343
5447,VA,South,Amherst County,0.115,0.076,0.309
5448,VA,South,Amherst County,0.119,0.076,0.303
5449,VA,South,Appomattox County,0.131,0.008,0.304
5450,VA,South,Appomattox County,0.132,0.008,0.311
5451,VA,South,Arlington County,0.098,0.001,0.193
5452,VA,South,Arlington County,0.094,0.001,0.175
5453,VA,South,Augusta County,0.078,0.029,0.276
5454,VA,South,Augusta County,0.086,0.029,0.283
5455,VA,South,Bath County,0.079,0.042,0.278
5456,VA,South,Bath County,0.093,0.042,0.296
5457,VA,South,Bedford County,0.079,0.018,0.258
5458,VA,South,Bedford County,0.083,0.018,0.269
5459,VA,South,Bedford city,0.156,0.045,0.301
5460,VA,South,Bedford city,0.167,0.045,0.342
5461,VA,South,Bland County,0.082,0.138,0.282
5462,VA,South,Bland County,0.098,0.138,0.309
5463,VA,South,Botetourt County,0.062,0.029,0.272
5464,VA,South,Botetourt County,0.071,0.029,0.274
5465,VA,South,Bristol city,0.154,0.155,0.293
5466,VA,South,Bristol city,0.155,0.155,0.295
5467,VA,South,Brunswick County,0.217,0.045,0.349
5468,VA,South,Brunswick County,0.209,0.045,0.336
5469,VA,South,Buchanan County,0.122,0.029,0.294
5470,VA,South,Buchanan County,0.134,0.029,0.288
5471,VA,South,Buckingham County,0.168,0.044,0.309
5472,VA,South,Buckingham County,0.167,0.044,0.324
5473,VA,South,Buena Vista city,0.143,0.406,0.291
5474,VA,South,Buena Vista city,0.138,0.406,0.29
5475,VA,South,Campbell County,0.112,0.062,0.317
5476,VA,South,Campbell County,0.113,0.062,0.306
5477,VA,South,Caroline County,0.117,0.01,0.299
5478,VA,South,Caroline County,0.116,0.01,0.3
5479,VA,South,Carroll County,0.12,0.021,0.31
5480,VA,South,Carroll County,0.122,0.021,0.303
5481,VA,South,Charles City County,0.14,0.005,0.356
5482,VA,South,Charles City County,0.144,0.005,0.355
5483,VA,South,Charlotte County,0.155,0.143,0.317
5484,VA,South,Charlotte County,0.15,0.143,0.311
5485,VA,South,Charlottesville city,0.179,0.013,0.282
5486,VA,South,Charlottesville city,0.179,0.013,0.271
5487,VA,South,Chesapeake city,0.114,0.037,0.285
5488,VA,South,Chesapeake city,0.114,0.037,0.298
5489,VA,South,Chesterfield County,0.094,0.061,0.284
5490,VA,South,Chesterfield County,0.094,0.061,0.272
5491,VA,South,Clarke County,0.073,0.005,0.298
5492,VA,South,Clarke County,0.078,0.005,0.301
5493,VA,South,Colonial Heights city,0.11,0.055,0.273
5494,VA,South,Colonial Heights city,0.112,0.055,0.264
5495,VA,South,Covington city,0.145,0.078,0.291
5496,VA,South,Covington city,0.154,0.078,0.294
5497,VA,South,Craig County,0.066,0.042,0.3
5498,VA,South,Craig County,0.085,0.042,0.322
5499,VA,South,Culpeper County,0.1,0.008,0.33
5500,VA,South,Culpeper County,0.101,0.008,0.318
5501,VA,South,Cumberland County,0.139,0.222,0.322
5502,VA,South,Cumberland County,0.137,0.222,0.329
5503,VA,South,Danville city,0.231,0.07,0.332
5504,VA,South,Danville city,0.217,0.07,0.351
5505,VA,South,Dickenson County,0.12,0.001,0.288
5506,VA,South,Dickenson County,0.13,0.001,0.287
5507,VA,South,Dinwiddie County,0.127,0.056,0.324
5508,VA,South,Dinwiddie County,0.13,0.056,0.342
5509,VA,South,Emporia city,0.265,0.01,0.336
5510,VA,South,Emporia city,0.26,0.01,0.334
5511,VA,South,Essex County,0.141,0.09,0.293
5512,VA,South,Essex County,0.143,0.09,0.29
5513,VA,South,Fairfax County,0.071,0.013,0.222
5514,VA,South,Fairfax County,0.067,0.013,0.195
5515,VA,South,Fairfax city,0.083,0.0,0.251
5516,VA,South,Fairfax city,0.076,0.0,0.242
5517,VA,South,Falls Church city,0.093,0.001,0.267
5518,VA,South,Falls Church city,0.082,0.001,0.254
5519,VA,South,Fauquier County,0.069,0.011,0.279
5520,VA,South,Fauquier County,0.07,0.011,0.255
5521,VA,South,Floyd County,0.095,0.108,0.278
5522,VA,South,Floyd County,0.098,0.108,0.294
5523,VA,South,Fluvanna County,0.075,0.024,0.301
5524,VA,South,Fluvanna County,0.077,0.024,0.282
5525,VA,South,Franklin County,0.1,0.071,0.29
5526,VA,South,Franklin County,0.106,0.071,0.288
5527,VA,South,Franklin city,0.244,0.221,0.34
5528,VA,South,Franklin city,0.231,0.221,0.344
5529,VA,South,Frederick County,0.077,0.031,0.293
5530,VA,South,Frederick County,0.077,0.031,0.307
5531,VA,South,Fredericksburg city,0.182,0.063,0.323
5532,VA,South,Fredericksburg city,0.176,0.063,0.299
5533,VA,South,Galax city,0.162,0.015,0.299
5534,VA,South,Galax city,0.152,0.015,0.298
5535,VA,South,Giles County,0.102,0.04,0.325
5536,VA,South,Giles County,0.106,0.04,0.344
5537,VA,South,Gloucester County,0.079,0.022,0.31
5538,VA,South,Gloucester County,0.085,0.022,0.333
5539,VA,South,Goochland County,0.072,0.045,0.26
5540,VA,South,Goochland County,0.072,0.045,0.255
5541,VA,South,Grayson County,0.124,0.063,0.318
5542,VA,South,Grayson County,0.128,0.063,0.321
5543,VA,South,Greene County,0.074,0.0,0.299
5544,VA,South,Greene County,0.084,0.0,0.288
5545,VA,South,Greensville County,0.187,0.029,0.34
5546,VA,South,Greensville County,0.194,0.029,0.331
5547,VA,South,Halifax County,0.174,0.113,0.326
5548,VA,South,Halifax County,0.169,0.113,0.35
5549,VA,South,Hampton city,0.177,0.059,0.365
5550,VA,South,Hampton city,0.172,0.059,0.331
5551,VA,South,Hanover County,0.071,0.024,0.266
5552,VA,South,Hanover County,0.075,0.024,0.247
5553,VA,South,Harrisonburg city,0.184,0.038,0.31
5554,VA,South,Harrisonburg city,0.185,0.038,0.298
5555,VA,South,Henrico County,0.125,0.037,0.279
5556,VA,South,Henrico County,0.125,0.037,0.281
5557,VA,South,Henry County,0.161,0.066,0.303
5558,VA,South,Henry County,0.148,0.066,0.308
5559,VA,South,Hopewell city,0.204,0.118,0.341
5560,VA,South,Hopewell city,0.188,0.118,0.346
5561,VA,South,Isle of Wight County,0.106,0.026,0.317
5562,VA,South,Isle of Wight County,0.108,0.026,0.299
5563,VA,South,James City County,0.085,0.058,0.265
5564,VA,South,James City County,0.089,0.058,0.245
5565,VA,South,King George County,0.104,0.0,0.289
5566,VA,South,King George County,0.099,0.0,0.288
5567,VA,South,King William County,0.093,0.022,0.32
5568,VA,South,King William County,0.097,0.022,0.32
5569,VA,South,King and Queen County,0.121,0.049,0.339
5570,VA,South,King and Queen County,0.119,0.049,0.331
5571,VA,South,Lancaster County,0.136,0.002,0.317
5572,VA,South,Lancaster County,0.126,0.002,0.297
5573,VA,South,Lee County,0.126,0.0,0.33
5574,VA,South,Lee County,0.138,0.0,0.285
5575,VA,South,Lexington city,0.184,0.001,0.288
5576,VA,South,Lexington city,0.177,0.001,0.292
5577,VA,South,Loudoun County,0.056,0.005,0.225
5578,VA,South,Loudoun County,0.052,0.005,0.223
5579,VA,South,Louisa County,0.106,0.008,0.34
5580,VA,South,Louisa County,0.105,0.008,0.34
5581,VA,South,Lunenburg County,0.164,0.0,0.338
5582,VA,South,Lunenburg County,0.164,0.0,0.301
5583,VA,South,Lynchburg city,0.18,0.124,0.331
5584,VA,South,Lynchburg city,0.18,0.124,0.29
5585,VA,South,Madison County,0.087,0.006,0.33
5586,VA,South,Madison County,0.098,0.006,0.322
5587,VA,South,Manassas Park city,0.078,0.048,0.305
5588,VA,South,Manassas Park city,0.075,0.048,0.306
5589,VA,South,Manassas city,0.109,0.011,0.296
5590,VA,South,Manassas city,0.098,0.011,0.295
5591,VA,South,Martinsville city,0.26,0.107,0.323
5592,VA,South,Martinsville city,0.243,0.107,0.321
5593,VA,South,Mathews County,0.082,0.0,0.274
5594,VA,South,Mathews County,0.091,0.0,0.275
5595,VA,South,Mecklenburg County,0.179,0.043,0.328
5596,VA,South,Mecklenburg County,0.173,0.043,0.335
5597,VA,South,Middlesex County,0.096,0.004,0.285
5598,VA,South,Middlesex County,0.1,0.004,0.26
5599,VA,South,Montgomery County,0.142,0.023,0.27
5600,VA,South,Montgomery County,0.147,0.023,0.261
5601,VA,South,Nelson County,0.099,0.019,0.254
5602,VA,South,Nelson County,0.106,0.019,0.279
5603,VA,South,New Kent County,0.077,0.0,0.3
5604,VA,South,New Kent County,0.078,0.0,0.319
5605,VA,South,Newport News city,0.173,0.035,0.339
5606,VA,South,Newport News city,0.168,0.035,0.354
5607,VA,South,Norfolk city,0.192,0.045,0.352
5608,VA,South,Norfolk city,0.188,0.045,0.346
5609,VA,South,Northampton County,0.167,0.001,0.298
5610,VA,South,Northampton County,0.171,0.001,0.305
5611,VA,South,Northumberland County,0.127,0.014,0.296
5612,VA,South,Northumberland County,0.121,0.014,0.266
5613,VA,South,Norton city,0.141,0.067,0.283
5614,VA,South,Norton city,0.15,0.067,0.291
5615,VA,South,Nottoway County,0.161,0.215,0.361
5616,VA,South,Nottoway County,0.157,0.215,0.341
5617,VA,South,Orange County,0.107,0.043,0.326
5618,VA,South,Orange County,0.105,0.043,0.328
5619,VA,South,Page County,0.125,0.007,0.309
5620,VA,South,Page County,0.126,0.007,0.306
5621,VA,South,Patrick County,0.121,0.019,0.292
5622,VA,South,Patrick County,0.122,0.019,0.296
5623,VA,South,Petersburg city,0.266,0.127,0.378
5624,VA,South,Petersburg city,0.254,0.127,0.361
5625,VA,South,Pittsylvania County,0.128,0.049,0.309
5626,VA,South,Pittsylvania County,0.126,0.049,0.332
5627,VA,South,Poquoson city,0.057,0.041,0.295
5628,VA,South,Poquoson city,0.061,0.041,0.283
5629,VA,South,Portsmouth city,0.189,0.034,0.401
5630,VA,South,Portsmouth city,0.186,0.034,0.415
5631,VA,South,Powhatan County,0.07,0.021,0.292
5632,VA,South,Powhatan County,0.072,0.021,0.306
5633,VA,South,Prince Edward County,0.172,0.064,0.338
5634,VA,South,Prince Edward County,0.166,0.064,0.33
5635,VA,South,Prince George County,0.114,0.089,0.36
5636,VA,South,Prince George County,0.113,0.089,0.359
5637,VA,South,Prince William County,0.084,0.03,0.282
5638,VA,South,Prince William County,0.079,0.03,0.267
5639,VA,South,Pulaski County,0.11,0.059,0.274
5640,VA,South,Pulaski County,0.115,0.059,0.315
5641,VA,South,Radford city,0.187,0.066,0.284
5642,VA,South,Radford city,0.189,0.066,0.298
5643,VA,South,Rappahannock County,0.083,0.187,0.264
5644,VA,South,Rappahannock County,0.089,0.187,0.256
5645,VA,South,Richmond County,0.127,0.024,0.312
5646,VA,South,Richmond County,0.143,0.024,0.31
5647,VA,South,Richmond city,0.228,0.079,0.279
5648,VA,South,Richmond city,0.217,0.079,0.291
5649,VA,South,Roanoke County,0.075,0.029,0.266
5650,VA,South,Roanoke County,0.083,0.029,0.282
5651,VA,South,Roanoke city,0.172,0.107,0.356
5652,VA,South,Roanoke city,0.169,0.107,0.362
5653,VA,South,Rockbridge County,0.097,0.064,0.279
5654,VA,South,Rockbridge County,0.103,0.064,0.266
5655,VA,South,Rockingham County,0.08,0.055,0.298
